0	-12.072296	0.090175	201.257858
1	-62.041199	0.000000	0.000000
2	-62.041199	0.000000	0.000000
3	-62.041199	0.000000	0.000000
4	-62.041199	0.000000	0.000000
5	-62.041199	0.000000	0.000000
6	-62.041199	0.000000	0.000000
7	-62.041199	0.000000	0.000000
8	-62.041199	0.000000	0.000000
9	-62.041199	0.000000	0.000000
10	-62.041199	0.000000	0.000000
11	-62.041199	0.000000	0.000000
12	-62.041199	0.000000	0.000000
13	-62.041199	0.000000	0.000000
14	-62.041199	0.000000	0.000000
15	-62.041199	0.000000	0.000000
16	-62.041199	0.000000	0.000000
17	-62.041199	0.000000	0.000000
18	-62.041199	0.000000	0.000000
19	-62.041199	0.000000	0.000000
20	-62.041199	0.000000	0.000000
21	-62.041199	0.000000	0.000000
22	-62.041199	0.000000	0.000000
23	-62.041199	0.000000	0.000000
24	-62.041199	0.000000	0.000000
25	-62.041199	0.000000	0.000000
26	-62.041199	0.000000	0.000000
27	-62.041199	0.000000	0.000000
28	-61.718773	0.000084	3018.867920
29	-58.705231	0.000676	7849.056641
30	-58.716465	0.000704	8251.572266
31	-58.182293	0.000784	7849.056641
32	-59.049774	0.000622	9861.634766
33	-59.619255	0.000552	10867.924805
34	-59.545547	0.000561	8654.087891
35	-58.044624	0.000807	5433.962402
36	-58.961926	0.000663	7647.798828
37	-58.180298	0.000781	4830.188477
38	-58.170166	0.000734	8855.345703
39	-58.771381	0.000691	5031.446777
40	-59.077934	0.000624	6842.767090
41	-58.789036	0.000695	4025.157227
42	-57.686325	0.000849	5433.962402
43	-59.595123	0.000529	10062.893555
44	-59.640285	0.000547	9660.376953
45	-58.833969	0.000665	6238.993652
46	-58.854099	0.000680	6842.767090
47	-59.285213	0.000605	6842.767090
48	-59.007690	0.000642	7647.798828
49	-59.242817	0.000605	10666.666992
50	-59.994556	0.000486	10062.893555
51	-59.260094	0.000599	7849.056641
52	-58.962940	0.000664	7446.541016
53	-59.264038	0.000623	8251.572266
54	-58.709133	0.000676	8654.087891
55	-59.031326	0.000654	9257.861328
56	-59.171589	0.000636	7245.283203
57	-57.270546	0.000914	5836.478027
58	-59.004330	0.000609	6842.767090
59	-59.075401	0.000612	8855.345703
60	-58.949226	0.000664	6440.251465
61	-58.535706	0.000722	7245.283203
62	-59.010487	0.000631	7446.541016
63	-58.212086	0.000739	7849.056641
64	-57.863026	0.000833	6440.251465
65	-58.292328	0.000754	8452.830078
66	-58.669540	0.000685	8050.314453
67	-57.565296	0.000855	7849.056641
68	-57.481247	0.000883	7044.025391
69	-57.772831	0.000797	9660.376953
70	-58.365536	0.000735	7446.541016
71	-58.283432	0.000724	10264.151367
72	-56.759094	0.000974	6440.251465
73	-57.763031	0.000809	11069.182617
74	-58.155430	0.000778	11471.698242
75	-58.077427	0.000771	9056.603516
76	-57.226234	0.000915	7446.541016
77	-58.118114	0.000761	6440.251465
78	-58.241936	0.000764	9257.861328
79	-58.368156	0.000710	9660.376953
80	-58.545731	0.000692	11672.956055
81	-58.026917	0.000806	6238.993652
82	-59.319401	0.000580	10264.151367
83	-58.461334	0.000726	8050.314453
84	-58.696007	0.000672	8251.572266
85	-59.664085	0.000563	9257.861328
86	-58.948292	0.000629	7044.025391
87	-59.211777	0.000631	8050.314453
88	-58.885452	0.000649	9861.634766
89	-59.725399	0.000528	8452.830078
90	-58.303177	0.000756	7044.025391
91	-58.924862	0.000644	8654.087891
92	-59.466675	0.000584	6842.767090
93	-59.525219	0.000564	9056.603516
94	-57.387890	0.000867	6641.509277
95	-59.342350	0.000562	8452.830078
96	-59.098240	0.000601	8050.314453
97	-59.272240	0.000593	7044.025391
98	-57.140987	0.000898	5635.220215
99	-58.876740	0.000635	6440.251465
100	-59.577335	0.000528	9459.119141
101	-59.307552	0.000577	7446.541016
102	-59.390305	0.000602	8251.572266
103	-59.009338	0.000622	9459.119141
104	-58.122540	0.000792	7044.025391
105	-59.437572	0.000577	9459.119141
106	-59.407032	0.000554	7849.056641
107	-58.534172	0.000693	8251.572266
108	-58.099194	0.000787	7446.541016
109	-58.055580	0.000768	7044.025391
110	-58.202934	0.000743	8855.345703
111	-58.183372	0.000744	8050.314453
112	-53.014240	0.001707	14691.824219
113	-56.984852	0.000949	11471.698242
114	-58.274246	0.000755	11069.182617
115	-57.939892	0.000776	7446.541016
116	-58.006519	0.000779	5635.220215
117	-57.885586	0.000792	6842.767090
118	-57.758743	0.000761	7849.056641
119	-57.707493	0.000844	7849.056641
120	-57.867832	0.000797	7446.541016
121	-58.725182	0.000655	11471.698242
